"ipm_id","demographic_parameter","formula","model_type","kernel_id"
"aaaaa4","Growth","zeta = zeta_phi0 + zeta_phi1 * tot_rain + zeta_phi2 * d_temp","Evaluated","P"
"aaaaa4","Growth","eta = eta_phi0 + eta_phi1*tot_rain + eta_phi2*d_temp","Evaluated","P"
"aaaaa4","Growth","y = gamma + delta * size_2^epsilon","Evaluated","P"
"aaaaa4","Fecundity","f_1 = ifelse(size_1 < C, 0, theta*exp(iota+(kappa*ln(size_1))))","Evaluated","F"
"aaaaa4","Fecundity","theta = theta_phi0 + theta_phi1 * tot_rain + theta_phi2 * d_temp","Evaluated","F"
"aaaaa4","Fecundity","iota = iota_phi0 + iota_phi1 * tot_rain + iota_phi2 * d_temp","Evaluated","F"
"aaaaa4","Fecundity","kappa = kappa_phi0 + kappa_phi1 * tot_rain + kappa_phi2 * d_temp","Evaluated","F"
"aaaaa4","Fecundity","f_2 = (mu^nu*y^(nu-1)*exp(-mu*y))/Gamma(nu)","Substituted","F"
"aaaaa4","Fecundity","mu = mu_phi0 + mu_phi1*tot_rain + mu_phi2*d_temp","Evaluated","F"
"aaaaa4","Fecundity","nu = nu_phi0 + nu_phi1*tot_rain + nu_phi2*d_temp","Evaluated","F"
"aaaaa5","Survival","s = exp(alpha+beta*size_1)/(1+exp(alpha+beta*size_1))","Evaluated","P"
"aaaaa5","Survival","alpha = alpha_phi0 + alpha_phi1*tot_rain+alpha_phi2*d_temp","Evaluated","P"
"aaaaa5","Survival","beta = beta_phi0 + beta_phi1*tot_rain+alpha_phi2*d_temp","Evaluated","P"
"aaaaa5","Growth","g = (((gamma+ delta* size_2^epsilon)/(zeta + eta*size_2))^(zeta+eta*size_2)*y^(zeta+eta*size_2-1)*exp((gamma+delta*size_2^epsilon*y)/(zeta+eta*size_2)))/Gamma(zeta+eta*size_2)","Substituted","P"
"aaaaa5","Growth","gamma = gamma_phi0 + gamma_phi1*tot_rain+gamma_phi2*d_temp","Evaluated","P"
"aaaaa5","Growth","delta = delta_phi0+ delta_phi1*tot_rain+delta_phi2*d_temp","Evaluated","P"
"aaaaa5","Growth","epsilon = epsilon_phi0 + epsilon_phi1*tot_rain+epsilon_phi2*d_temp","Evaluated","P"
"aaaaa5","Growth","zeta = zeta_phi0 + zeta_phi1 * tot_rain + zeta_phi2 * d_temp","Evaluated","P"
"aaaaa5","Growth","eta = eta_phi0 + eta_phi1*tot_rain + eta_phi2*d_temp","Evaluated","P"
"aaaaa5","Growth","y = gamma + delta * size_2^epsilon","Evaluated","P"
"aaaaa5","Fecundity","f_1 = ifelse(size_1 < C, 0, theta*exp(iota+(kappa*ln(size_1))))","Evaluated","F"
"aaaaa5","Fecundity","theta = theta_phi0 + theta_phi1 * tot_rain + theta_phi2 * d_temp","Evaluated","F"
"aaaaa5","Fecundity","iota = iota_phi0 + iota_phi1 * tot_rain + iota_phi2 * d_temp","Evaluated","F"
"aaaaa5","Fecundity","kappa = kappa_phi0 + kappa_phi1 * tot_rain + kappa_phi2 * d_temp","Evaluated","F"
"aaaaa5","Fecundity","f_2 = (mu^nu*y^(nu-1)*exp(-mu*y))/Gamma(nu)","Substituted","F"
"aaaaa5","Fecundity","mu = mu_phi0 + mu_phi1*tot_rain + mu_phi2*d_temp","Evaluated","F"
"aaaaa5","Fecundity","nu = nu_phi0 + nu_phi1*tot_rain + nu_phi2*d_temp","Evaluated","F"
"aaaaa6","Survival","s = exp(alpha+beta*size_1)/(1+exp(alpha+beta*size_1))","Evaluated","P"
"aaaaa6","Survival","alpha = alpha_phi0 + alpha_phi1*tot_rain+alpha_phi2*d_temp","Evaluated","P"
"aaaaa6","Survival","beta = beta_phi0 + beta_phi1*tot_rain+alpha_phi2*d_temp","Evaluated","P"
"aaaaa6","Growth","g = (((gamma+ delta* size_2^epsilon)/(zeta + eta*size_2))^(zeta+eta*size_2)*y^(zeta+eta*size_2-1)*exp((gamma+delta*size_2^epsilon*y)/(zeta+eta*size_2)))/Gamma(zeta+eta*size_2)","Substituted","P"
"aaaaa6","Growth","gamma = gamma_phi0 + gamma_phi1*tot_rain+gamma_phi2*d_temp","Evaluated","P"
"aaaaa6","Growth","delta = delta_phi0+ delta_phi1*tot_rain+delta_phi2*d_temp","Evaluated","P"
"aaaaa6","Growth","epsilon = epsilon_phi0 + epsilon_phi1*tot_rain+epsilon_phi2*d_temp","Evaluated","P"
"aaaaa6","Growth","zeta = zeta_phi0 + zeta_phi1 * tot_rain + zeta_phi2 * d_temp","Evaluated","P"
"aaaaa6","Growth","eta = eta_phi0 + eta_phi1*tot_rain + eta_phi2*d_temp","Evaluated","P"
"aaaaa6","Growth","y = gamma + delta * size_2^epsilon","Evaluated","P"
"aaaaa6","Fecundity","f_1 = ifelse(size_1 < C, 0, theta*exp(iota+(kappa*ln(size_1))))","Evaluated","F"
"aaaaa6","Fecundity","theta = theta_phi0 + theta_phi1 * tot_rain + theta_phi2 * d_temp","Evaluated","F"
"aaaaa6","Fecundity","iota = iota_phi0 + iota_phi1 * tot_rain + iota_phi2 * d_temp","Evaluated","F"
"aaaaa6","Fecundity","kappa = kappa_phi0 + kappa_phi1 * tot_rain + kappa_phi2 * d_temp","Evaluated","F"
"aaaaa6","Fecundity","f_2 = (mu^nu*y^(nu-1)*exp(-mu*y))/Gamma(nu)","Substituted","F"
"aaaaa6","Fecundity","mu = mu_phi0 + mu_phi1*tot_rain + mu_phi2*d_temp","Evaluated","F"
"aaaaa6","Fecundity","nu = nu_phi0 + nu_phi1*tot_rain + nu_phi2*d_temp","Evaluated","F"
"aaaaa7","Survival","s = exp(alpha+beta*size_1)/(1+exp(alpha+beta*size_1))","Evaluated","P"
"aaaaa7","Survival","alpha = alpha_phi0 + alpha_phi1*tot_rain+alpha_phi2*d_temp","Evaluated","P"
"aaaaa7","Survival","beta = beta_phi0 + beta_phi1*tot_rain+alpha_phi2*d_temp","Evaluated","P"
"aaaaa7","Growth","g = (((gamma+ delta* size_2^epsilon)/(zeta + eta*size_2))^(zeta+eta*size_2)*y^(zeta+eta*size_2-1)*exp((gamma+delta*size_2^epsilon*y)/(zeta+eta*size_2)))/Gamma(zeta+eta*size_2)","Substituted","P"
"aaaaa7","Growth","gamma = gamma_phi0 + gamma_phi1*tot_rain+gamma_phi2*d_temp","Evaluated","P"
"aaaaa7","Growth","delta = delta_phi0+ delta_phi1*tot_rain+delta_phi2*d_temp","Evaluated","P"
"aaaaa7","Growth","epsilon = epsilon_phi0 + epsilon_phi1*tot_rain+epsilon_phi2*d_temp","Evaluated","P"
"aaaaa7","Growth","zeta = zeta_phi0 + zeta_phi1 * tot_rain + zeta_phi2 * d_temp","Evaluated","P"
"aaaaa7","Growth","eta = eta_phi0 + eta_phi1*tot_rain + eta_phi2*d_temp","Evaluated","P"
"aaaaa7","Growth","y = gamma + delta * size_2^epsilon","Evaluated","P"
"aaaaa7","Fecundity","f_1 = ifelse(size_1 < C, 0, theta*exp(iota+(kappa*ln(size_1))))","Evaluated","F"
"aaaaa7","Fecundity","theta = theta_phi0 + theta_phi1 * tot_rain + theta_phi2 * d_temp","Evaluated","F"
"aaaaa7","Fecundity","iota = iota_phi0 + iota_phi1 * tot_rain + iota_phi2 * d_temp","Evaluated","F"
"aaaaa7","Fecundity","kappa = kappa_phi0 + kappa_phi1 * tot_rain + kappa_phi2 * d_temp","Evaluated","F"
"aaaaa7","Fecundity","f_2 = (mu^nu*y^(nu-1)*exp(-mu*y))/Gamma(nu)","Substituted","F"
"aaaaa7","Fecundity","mu = mu_phi0 + mu_phi1*tot_rain + mu_phi2*d_temp","Evaluated","F"
"aaaaa7","Fecundity","nu = nu_phi0 + nu_phi1*tot_rain + nu_phi2*d_temp","Evaluated","F"
"aaaaa8","Survival","s_yr = 1/(1+exp(-(a_s_yr+b_s_yr+dbh_1)","Evaluated","P_yr"
"aaaaa8","Growth","g_yr = (1/(o_g_yr * dbh_1 * sqrt(2*pi)))*exp(-((ln(dbh_2-dbh_1)-mu_yr)^2)/(2 * o_g_yr^2))","Evaluated","P_yr"
"aaaaa8","Growth","mu_yr = a_g_yr * exp(-b_g_yr*dbh_1)","Evaluated","P_yr"
"aaaaa8","Fecundity","f_yr = a_F_yr * (b_F_yr - 10) * exp(-((b_F_yr-10)*(y-10)))","Evaluated","F_yr"
"aaaa15","Survival","s(leafarea_1) = 1/(1+ exp(-(s_0 + s_1*leafarea_1 + s_2 * j + s_3 * leafarea_1 * j)))","Evaluated","P"
"aaaa15","Survival","s_3 s_3","Evaluated","P"
"aaaa15","Growth","g(leafarea_1) = g_0 + g_1 * leafarea_1 + g_2 * j + g_3 * A_max + g_4 * leafarea_1 * j + g_5 * leafarea_1 * A_max + g_6 * j * A_max + g_7 * leafarea_1 * j * A_max","Evaluated","P"
"aaaa15","Fecundity","f(leafarea_1) =  r_p(leafarea_1) * r_o(leafarea_1) * n_f * n_s * s_s * sdl_s * sdl_size","Evaluated","F"
"aaaa15","Fecundity","r_p(leafarea_1) = r_0 + r_1 * leafarea_1 + r_2* j + r_3 * leafarea_1* j","Evaluated","F"
"aaaa15","Fecundity","r_o(leafarea_1)= exp(i_0 + i_1 * leafarea_1 + i_2 * j + i_3 * leafarea_1 * j","Evaluated","F"
"aaaa15","Fecundity","s_s = ifelse( j < 6 , s_sl, s_sh)","Evaluated","F"
"aaaa15","Fecundity","sdl_s = ifelse( j < 6 , sdl_sl, sdl_sh)","Evaluated","F"
"aaaa15","Fecundity","sdl_size = ifelse( j < 6, Norm(sdl_meanl, sdl_sdl), Norm(sdl_meanh, sdl_sdh)","Substituted","F"
"aaaa16","Survival","s(leafarea_1) = 1/(1+ exp(-(s_0 + s_1*leafarea_1 + s_2 * j + s_3 * leafarea_1 * j)))","Evaluated","P"
"aaaa16","Survival","s_3 s_3","Evaluated","P"
"aaaa16","Growth","g(leafarea_1) = g_0 + g_1 * leafarea_1 + g_2 * j + g_3 * A_max + g_4 * leafarea_1 * j + g_5 * leafarea_1 * A_max + g_6 * j * A_max + g_7 * leafarea_1 * j * A_max","Evaluated","P"
"aaaa16","Fecundity","f(leafarea_1) =  r_p(leafarea_1) * r_o(leafarea_1) * n_f * n_s * s_s * sdl_s * sdl_size","Evaluated","F"
"aaaa16","Fecundity","r_p(leafarea_1) = r_0 + r_1 * leafarea_1 + r_2* j + r_3 * leafarea_1* j","Evaluated","F"
"aaaa16","Fecundity","r_o(leafarea_1)= exp(i_0 + i_1 * leafarea_1 + i_2 * j + i_3 * leafarea_1 * j","Evaluated","F"
"aaaa16","Fecundity","s_s = ifelse( j < 6 , s_sl, s_sh)","Evaluated","F"
"aaaa16","Fecundity","sdl_s = ifelse( j < 6 , sdl_sl, sdl_sh)","Evaluated","F"
"aaaa16","Fecundity","sdl_size = ifelse( j < 6, Norm(sdl_meanl, sdl_sdl), Norm(sdl_meanh, sdl_sdh)","Substituted","F"
"aaaa17","Survival","s_yr = exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr)/(1+exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr))","Evaluated","P_yr"
"aaaa17","Growth","g_yr = exp(-fac2_yr) / fac1","Evaluated","P_yr"
"aaaa17","Growth","fac2_yr = ((size_2 - mux_yr)^2)/(2*sigmax2_2)","Evaluated","P_yr"
"aaaa17","Growth","mux_yr = cfg1 + cfg2*size_1 + cfg3*expp + cfg4*wett + cfg5 * size_1 * expp + cfg6 * size_1 * wett + cfg7 * expp * wett + cfg8 * size_1 * expp * wett + crp_yr","Evaluated","P_yr"
"aaaa17","Growth","sigmax2 = cfv1 + cfv2*size_1","Evaluated","P_yr"
"aaaa17","Growth","sigmax2_2 = ifelse(sigmax2 < 0, 0.01, sigmax2)","Evaluated","P_yr"
"aaaa17","Growth","fac1 = sqrt(2*pi)*sigmax","Evaluated","P_yr"
"aaaa17","Growth","sigmax = sqrt(sigmax2_2)","Evaluated","P_yr"
"aaaa17","Fecundity","f_yr = (nseed * fec_yr*p_rep_yr)/(sum(fec_yr*p_rep_yr))","Evaluated","F_yr"
"aaaa17","Fecundity","fec_yr = exp( cfr1 +cfr2 * size_1 + cfr3 * expp + cfr4 * wett + cfr5 * size_1 * expp + cfr6 * size_1 * wett + cfr7 * expp*wett +cfr8 * size_1 * expp * wett + crr_yr)","Evaluated","F_yr"
"aaaa17","Fecundity","p_rep_yr = exp(cfp1 +cfp2 * size_1 + cfp3 * expp + cfp4 * wett + cfp5 * size_1 * expp + cfp6 * size_1 * wett + cfp7 * expp * wett + cfp8 * size_1 * expp * wett +crpr_yr)/(1+exp(cfp1 + cfp2* size_1 + cfp3 * expp + cfp4 * wett + cfp5 * size_1 * expp + cfp6 * size_1 * wett + cfp7 * expp * wett + cfp8 * size_1 * expp * wett + crpr_yr))","Evaluated","F_yr"
"aaaa18","Survival","s_yr = exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr)/(1+exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr))","Evaluated","P_yr"
"aaaa18","Growth","g_yr = exp(-fac2_yr) / fac1","Evaluated","P_yr"
"aaaa18","Growth","fac2_yr = ((size_2 - mux_yr)^2)/(2*sigmax2_2)","Evaluated","P_yr"
"aaaa18","Growth","mux_yr = cfg1 + cfg2*size_1 + cfg3*expp + cfg4*wett + cfg5 * size_1 * expp + cfg6 * size_1 * wett + cfg7 * expp * wett + cfg8 * size_1 * expp * wett + crp_yr","Evaluated","P_yr"
"aaaa18","Growth","sigmax2 = cfv1 + cfv2*size_1","Evaluated","P_yr"
"aaaa18","Growth","sigmax2_2 = ifelse(sigmax2 < 0, 0.01, sigmax2)","Evaluated","P_yr"
"aaaa18","Growth","fac1 = sqrt(2*pi)*sigmax","Evaluated","P_yr"
"aaaa18","Growth","sigmax = sqrt(sigmax2_2)","Evaluated","P_yr"
"aaaa18","Fecundity","f_yr = (nseed * fec_yr*p_rep_yr)/(sum(fec_yr*p_rep_yr))","Evaluated","F_yr"
"aaaa18","Fecundity","fec_yr = exp( cfr1 +cfr2 * size_1 + cfr3 * expp + cfr4 * wett + cfr5 * size_1 * expp + cfr6 * size_1 * wett + cfr7 * expp*wett +cfr8 * size_1 * expp * wett + crr_yr)","Evaluated","F_yr"
"aaaa18","Fecundity","p_rep_yr = exp(cfp1 +cfp2 * size_1 + cfp3 * expp + cfp4 * wett + cfp5 * size_1 * expp + cfp6 * size_1 * wett + cfp7 * expp * wett + cfp8 * size_1 * expp * wett +crpr_yr)/(1+exp(cfp1 + cfp2* size_1 + cfp3 * expp + cfp4 * wett + cfp5 * size_1 * expp + cfp6 * size_1 * wett + cfp7 * expp * wett + cfp8 * size_1 * expp * wett + crpr_yr))","Evaluated","F_yr"
"aaaa19","Survival","s_yr = exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr)/(1+exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr))","Evaluated","P_yr"
"aaaa19","Growth","g_yr = exp(-fac2_yr) / fac1","Evaluated","P_yr"
"aaaa19","Growth","fac2_yr = ((size_2 - mux_yr)^2)/(2*sigmax2_2)","Evaluated","P_yr"
"aaaa19","Growth","mux_yr = cfg1 + cfg2*size_1 + cfg3*expp + cfg4*wett + cfg5 * size_1 * expp + cfg6 * size_1 * wett + cfg7 * expp * wett + cfg8 * size_1 * expp * wett + crp_yr","Evaluated","P_yr"
"aaaa19","Growth","sigmax2 = cfv1 + cfv2*size_1","Evaluated","P_yr"
"aaaa19","Growth","sigmax2_2 = ifelse(sigmax2 < 0, 0.01, sigmax2)","Evaluated","P_yr"
"aaaa19","Growth","fac1 = sqrt(2*pi)*sigmax","Evaluated","P_yr"
"aaaa19","Growth","sigmax = sqrt(sigmax2_2)","Evaluated","P_yr"
"aaaa19","Fecundity","f_yr = (nseed * fec_yr*p_rep_yr)/(sum(fec_yr*p_rep_yr))","Evaluated","F_yr"
"aaaa19","Fecundity","fec_yr = exp( cfr1 +cfr2 * size_1 + cfr3 * expp + cfr4 * wett + cfr5 * size_1 * expp + cfr6 * size_1 * wett + cfr7 * expp*wett +cfr8 * size_1 * expp * wett + crr_yr)","Evaluated","F_yr"
"aaaa19","Fecundity","p_rep_yr = exp(cfp1 +cfp2 * size_1 + cfp3 * expp + cfp4 * wett + cfp5 * size_1 * expp + cfp6 * size_1 * wett + cfp7 * expp * wett + cfp8 * size_1 * expp * wett +crpr_yr)/(1+exp(cfp1 + cfp2* size_1 + cfp3 * expp + cfp4 * wett + cfp5 * size_1 * expp + cfp6 * size_1 * wett + cfp7 * expp * wett + cfp8 * size_1 * expp * wett + crpr_yr))","Evaluated","F_yr"
"aaaa20","Survival","s_yr = exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr)/(1+exp(cfs1 + cfs2*size_1 + cfs3 * expp + cfs4*wett + cfs5*size_1*expp + cfs6*size_1*wett + cfs7*expp*wett + cfs8*size_1*expp*wett + crs_yr))","Evaluated","P_yr"
"aaaa20","Growth","g_yr = exp(-fac2_yr) / fac1","Evaluated","P_yr"
"aaaa20","Growth","fac2_yr = ((size_2 - mux_yr)^2)/(2*sigmax2_2)","Evaluated","P_yr"
