"ipm_id"	"demographic_parameter"	"formula"	"model_type"	"kernel_id"
"aaa144"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa144"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa144"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa144"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa144"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa144"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa144"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa144"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa144"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa144"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa144"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa145"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa145"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa145"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa145"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa145"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa145"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa145"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa145"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa145"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa145"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa145"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa145"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa145"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa146"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa146"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa146"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa146"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa146"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa146"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa146"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa146"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa146"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa146"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa146"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa146"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa146"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa147"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa147"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa147"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa147"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa147"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa147"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa147"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa147"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa147"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa147"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa147"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa147"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa147"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa148"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa148"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa148"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa148"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa148"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa148"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa148"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa148"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa148"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa148"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa148"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa148"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa148"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa149"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa149"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa149"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa149"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa149"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa149"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa149"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa149"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa149"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa149"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa149"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa149"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa149"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa150"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa150"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa150"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa150"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa150"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa150"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa150"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa150"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa150"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa150"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa150"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa150"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa150"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa151"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa151"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa151"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa151"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa151"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa151"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa151"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa151"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa151"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa151"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa151"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa151"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa151"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa152"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa152"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa152"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa152"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa152"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa152"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa152"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa152"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa152"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa152"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa152"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa152"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa152"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa153"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa153"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa153"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa153"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa153"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa153"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa153"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa153"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa153"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa153"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa153"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa153"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa153"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa154"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa154"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa154"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa154"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa154"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa154"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa154"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa154"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa154"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa154"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa154"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa154"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa154"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa155"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa155"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa155"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa155"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa155"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa155"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa155"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa155"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa155"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa155"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa155"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa155"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa155"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa156"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa156"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa156"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa156"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa156"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa156"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa156"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa156"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa156"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa156"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa156"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa156"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa156"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa157"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa157"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa157"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa157"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa157"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa157"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa157"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa157"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa157"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa157"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa157"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa157"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa157"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa158"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
"aaa158"	"Survival"	"ssurv = exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s) / (1 + exp(ssurv_i + ssurv_s * ((log(size_1 ^ 3 ) - smlv) / sslv) + ssurv_el * elev_s))"	"Evaluated"	"P"
"aaa158"	"Survival"	"wsurv = exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost) / (1 + exp( wsurv_i + wsurv_s * ((log(size_1 ^ 3 ) - wmlv) / wslv) + wsurv_f * cumfrost))"	"Evaluated"	"P"
"aaa158"	"Growth"	"g = Norm( g_mean, g_sd)"	"Substituted"	"P"
"aaa158"	"Growth"	"g_mean = sign(growth) * abs(growth) ^ (1/3)"	"Evaluated"	"P"
"aaa158"	"Growth"	"growth = g_i + g_el * elev_g + g_frost * annfrost + g_s * (size_1 ^ 3)"	"Evaluated"	"P"
"aaa158"	"Fecundity"	"rep_p = fl_p * germ_p"	"Evaluated"	"F"
"aaa158"	"Fecundity"	"fl_p = exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)) / ( 1 + exp(fl_i + fl_s * (( log( size_1 ^ 3) - fmlv) / fslv)))"	"Evaluated"	"F"
"aaa158"	"Fecundity"	"germ_p = exp(germ_i + germ_el * elev_germ ) / (1 + exp(germ_i + germ_el * elev_germ))"	"Evaluated"	"F"
"aaa158"	"Fecundity"	"sdl_s = Norm(sdl_mean, sdl_sd)"	"Substituted"	"F"
"aaa158"	"Fecundity"	"n_infl = exp(infl_n)"	"Evaluated"	"F"
"aaa158"	"Fecundity"	"n_fl = exp(fl_n)"	"Evaluated"	"F"
"aaa158"	"Fecundity"	"n_seed = exp(seed_i)"	"Evaluated"	"F"
"aaa159"	"Survival"	"s = ssurv * wsurv"	"Evaluated"	"P"
