"ipm_id"	"species_author"	"species_accepted"	"tax_genus"	"tax_family"	"tax_order"	"tax_class"	"tax_phylum"	"kingdom"	"organism_type"	"dicot_monocot"	"angio_gymno"	"authors"	"journal"	"pub_year"	"doi"	"corresponding_author"	"email_year"	"remark"	"apa_citation"	"demog_appendix_link"	"duration"	"start_year"	"start_month"	"end_year"	"end_month"	"periodicity"	"population_name"	"number_populations"	"lat"	"lon"	"altitude"	"country"	"continent"	"ecoregion"	"studied_sex"	"eviction_used"	"evict_type"	"evict_kernels"	"treatment"	"has_time_lag"	"has_age"	"has_dd"	"is_periodic"	".embargo"	".embargo_date"	".test_passed"
"aaaa16"	"Heliconia_tortuosa"	"Heliconia_tortuosa"	"Heliconia"	"Heliconiaceae"	"Zingiberales"	"Liliopsida"	"Magnoliophyta"	"Plantae"	"Herbaceous perennial"	"Monocot"	"angio"	"Westerband; Horvitz"	"Ecology"	2017	"10.1002/ecy.1664"	"Westerband"	"andreawesterband@gmail.com (2019)"	NA	"Westerband, A. C., Horvitz, C. C. (2017). Photosynthetic rates influence the population dynamics of understory herbs in stochastic light environments. Ecology, 98 (2): 370-381."	"https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/ecy.1664"	"4"	"2012"	"6"	"2015"	"6"	1	"Las Cruces"	"1"	"8.7852779999999999"	"-82.958889999999997"	"1200"	"CRI"	"s_america"	"TMB"	"A"	FALSE	NA	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	NA
"aaaa17"	"Geum_radiatum"	"Geum_radiatum"	"Geum"	"Rosaceae"	"Rosales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Herbaceous perennial"	"Dicot"	"angio"	"Ulrey; Quintana-Ascencio; Kauffman; Smith; Menges"	"Biol Conserv"	2016	"10.1016/j.biocon.2016.05.028"	"Menges"	"emenges@archbold-station.org"	NA	"Ulrey, C., Quintana-Ascencio, P. F., Kauffman, G., Smith, A. B., & Menges, E. S. (2016). Life at the top: Long-term demography, microclimatic refugia, and responses to climate change for a high-elevation southern Appalachian endemic plant. Biological Conservation, 200, 80-92."	NA	"11"	"2003"	"7"	"2013"	"7"	1	"Wet-Exposed"	"9"	"NC"	"NC"	"NC"	"USA"	"n_america"	"TBM"	"A"	TRUE	"truncated_distributions"	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	TRUE
"aaaa18"	"Geum_radiatum"	"Geum_radiatum"	"Geum"	"Rosaceae"	"Rosales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Herbaceous perennial"	"Dicot"	"angio"	"Ulrey; Quintana-Ascencio; Kauffman; Smith; Menges"	"Biol Conserv"	2016	"10.1016/j.biocon.2016.05.028"	"Menges"	"emenges@archbold-station.org"	NA	"Ulrey, C., Quintana-Ascencio, P. F., Kauffman, G., Smith, A. B., & Menges, E. S. (2016). Life at the top: Long-term demography, microclimatic refugia, and responses to climate change for a high-elevation southern Appalachian endemic plant. Biological Conservation, 200, 80-92."	NA	"11"	"2003"	"7"	"2013"	"7"	1	"Wet-Sheltered"	"5"	"NC"	"NC"	"NC"	"USA"	"n_america"	"TBM"	"A"	TRUE	"truncated_distributions"	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	TRUE
"aaaa19"	"Geum_radiatum"	"Geum_radiatum"	"Geum"	"Rosaceae"	"Rosales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Herbaceous perennial"	"Dicot"	"angio"	"Ulrey; Quintana-Ascencio; Kauffman; Smith; Menges"	"Biol Conserv"	2016	"10.1016/j.biocon.2016.05.028"	"Menges"	"emenges@archbold-station.org"	NA	"Ulrey, C., Quintana-Ascencio, P. F., Kauffman, G., Smith, A. B., & Menges, E. S. (2016). Life at the top: Long-term demography, microclimatic refugia, and responses to climate change for a high-elevation southern Appalachian endemic plant. Biological Conservation, 200, 80-92."	NA	"11"	"2003"	"7"	"2013"	"7"	1	"Dry-Exposed"	"5"	"NC"	"NC"	"NC"	"USA"	"n_america"	"TBM"	"A"	TRUE	"truncated_distributions"	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	TRUE
"aaaa20"	"Geum_radiatum"	"Geum_radiatum"	"Geum"	"Rosaceae"	"Rosales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Herbaceous perennial"	"Dicot"	"angio"	"Ulrey; Quintana-Ascencio; Kauffman; Smith; Menges"	"Biol Conserv"	2016	"10.1016/j.biocon.2016.05.028"	"Menges"	"emenges@archbold-station.org"	NA	"Ulrey, C., Quintana-Ascencio, P. F., Kauffman, G., Smith, A. B., & Menges, E. S. (2016). Life at the top: Long-term demography, microclimatic refugia, and responses to climate change for a high-elevation southern Appalachian endemic plant. Biological Conservation, 200, 80-92."	NA	"11"	"2003"	"7"	"2013"	"7"	1	"Dry-Sheltered"	"1"	"NC"	"NC"	"NC"	"USA"	"n_america"	"TBM"	"A"	TRUE	"truncated_distributions"	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	TRUE
"aaaa21"	"Tillandsia_macdougallii"	"Tilandsia_macdougallii"	"Tilandsia"	"Bromeliaceae"	"Bromeliales"	"Liliopsida"	"Magnoliophyta"	"Plantae"	"Epiphyte"	"Monocot"	"angio"	"Ticktin; Mondragón; Gaoue"	"Ecosphere"	2016	"10.1002/ecs2.1580"	"Mondragón"	"dmondragon@ipn.mx"	NA	"Ticktin, T., Mondragón, D., & Gaoue, O. G. (2016). Host genus and rainfall drive the population dynamics of a vascular epiphyte. Ecosphere, 7(11)."	NA	"6"	"2005"	"2"	"2010"	"2"	1	"Petenera"	"1"	"17.20806"	"-96.591390000000004"	"2547"	"MEX"	"n_america"	"TSC"	"A"	FALSE	NA	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	NA
"aaaa22"	"Oenothera_glazioviana"	"Oenothera_glazioviana"	"Oenothera"	"Onagraceae"	"Myrtales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Herbaceous perennial"	"Dicot"	"angio"	"Rees; Rose"	"Proc. R. Soc. Lond. B"	2002	"10.1098/rspb.2002.2037"	"Rees"	"m.rees@sheffield.ac.uk"	NA	"Rees, M., & Rose, K. E. (2002). Evolution of flowering strategies in Oenothera glazioviana: an integral projection model approach. Proceedings of the Royal Society of London B: Biological Sciences, 269(1499), 1509-1515."	NA	"6"	"1976"	"3"	"1981"	"5"	1	"Azigaura"	"1"	"36.4"	"140.58330000000001"	"22"	"JPN"	"asia"	"TBM"	"A"	FALSE	NA	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	NA
"aaaa23"	"Dendrophylax_lindenii"	"Dendrophylax_lindenii"	"Dendrophylax"	"Orchidaceae"	"Orchidales"	"Liliopsida"	"Magnoliophyta"	"Plantae"	"Epiphyte"	"Monocot"	"angio"	"Raventos; Gonzalez; Mujica; Doak"	"Biotrop"	2015	"10.1111/btp.12202"	"Raventos"	"jraventos@ua.es"	"DO NOT change nr of meshpoints. Size distribution of seedlings is fixed vector based on original meshpoints (45) (See suppl materials)"	"Raventós, J., González, E., Mújica, E., & Doak, D. F. (2015). Population Viability Analysis of the Epiphytic Ghost Orchid (Dendrophylax lindenii) in Cuba. Biotropica, 47(2), 179-189."	NA	"5"	"2006"	"12"	"2010"	"12"	1	"Cape San Antonio"	"1"	"21.983329999999999"	"-84.833330000000004"	"NC"	"CUB"	"s_america"	NA	"A"	TRUE	"truncated_distributions"	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	TRUE
"aaaa24"	"Cecropia_obtusifolia"	"Cecropia_obtusifolia"	"Cecropia"	"Cecropiaceae"	"Urticales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Tree"	"Dicot"	"angio"	"Metcalf; Horvitz; Tuljapurkar; Clark"	"Ecology"	2009	"https://www.jstor.org/stable/25592812"	"Metcalf"	"cjm53@psu.edu"	"Only survival and growth in IPM"	"Metcalf CJE, Horvitz CC, Tuljapurkar S & Clark DA (2009) A time to grow and a time to die: a new way to analyze the dynamics of size, light, age, and death of tropical trees. Ecology 90: 2766-2778"	"https://figshare.com/collections/A_time_to_grow_and_a_time_to_die_a_new_way_to_analyze_the_dynamics_of_size_light_age_and_death_of_tropical_trees/3301313"	"13"	"1988"	"1"	"2000"	"1"	1	"La Selva"	"1"	"10.4305"	"-84.006699999999995"	"NC"	"CRI"	"s_america"	"TMB"	"A"	FALSE	NA	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	NA
"aaaa25"	"Cecropia_insignis"	"Cecropia_obtusifolia"	"Cecropia"	"Cecropiaceae"	"Urticales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Tree"	"Dicot"	"angio"	"Metcalf; Horvitz; Tuljapurkar; Clark"	"Ecology"	2009	"https://www.jstor.org/stable/25592812"	"Metcalf"	"cjm53@psu.edu"	"Only survival and growth in IPM"	"Metcalf CJE, Horvitz CC, Tuljapurkar S & Clark DA (2009) A time to grow and a time to die: a new way to analyze the dynamics of size, light, age, and death of tropical trees. Ecology 90: 2766-2778"	"https://figshare.com/collections/A_time_to_grow_and_a_time_to_die_a_new_way_to_analyze_the_dynamics_of_size_light_age_and_death_of_tropical_trees/3301313"	"13"	"1988"	"1"	"2000"	"1"	1	"La Selva"	"1"	"10.4305"	"-84.006699999999995"	"NC"	"CRI"	"s_america"	"TMB"	"A"	FALSE	NA	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	NA
"aaaa26"	"Simarouba_amara"	"Simarouba_amara"	"Simarouba"	"Simaroubaceae"	"Sapindales"	"Magnoliopsida"	"Magnoliophyta"	"Plantae"	"Tree"	"Dicot"	"angio"	"Metcalf; Horvitz; Tuljapurkar; Clark"	"Ecology"	2009	"https://www.jstor.org/stable/25592812"	"Metcalf"	"cjm53@psu.edu"	"Only survival and growth in IPM"	"Metcalf CJE, Horvitz CC, Tuljapurkar S & Clark DA (2009) A time to grow and a time to die: a new way to analyze the dynamics of size, light, age, and death of tropical trees. Ecology 90: 2766-2778"	"https://figshare.com/collections/A_time_to_grow_and_a_time_to_die_a_new_way_to_analyze_the_dynamics_of_size_light_age_and_death_of_tropical_trees/3301313"	"13"	"1988"	"1"	"2000"	"1"	1	"La Selva"	"1"	"10.4305"	"-84.006699999999995"	"NC"	"CRI"	"s_america"	"TMB"	"A"	FALSE	NA	NA	"Unmanipulated"	FALSE	FALSE	FALSE	NA	FALSE	NA	NA
